,Unnamed: 0,coilno,clean
583,583,400569,1
584,584,400570,1
585,585,400571,1
586,586,400572,1
587,587,400573,1
588,588,400574,1
589,589,400577,1
590,590,400578,1
591,591,400579,1
592,592,400580,1
593,593,400581,1
594,594,400582,1
595,595,400583,1
596,596,400585,1
597,597,400586,1
598,598,400587,1
599,599,400588,1
600,600,400589,1
601,601,400590,1
602,602,400591,1
603,603,400592,1
604,604,400593,1
605,605,400594,1
606,606,400595,1
607,607,400596,1
608,608,400598,1
609,609,400599,1
610,610,400600,1
611,611,400601,1
612,612,400602,1
613,613,400603,1
614,614,400604,1
615,615,400605,1
616,616,400606,1
617,617,400607,1
618,618,400608,1
619,619,400609,1
620,620,400610,1
621,621,400611,1
622,622,400612,1
623,623,400613,1
624,624,400614,1
625,625,400615,1
626,626,400616,1
627,627,400617,1
628,628,400618,1
629,629,400619,1
630,630,400620,1
631,631,400621,1
632,632,400622,1
633,633,400623,1
634,634,400624,1
635,635,400625,1
636,636,400626,1
637,637,400627,1
638,638,400628,1
639,639,400629,1
640,640,400630,1
641,641,400631,1
642,642,400632,1
643,643,400634,1
644,644,400635,1
645,645,400636,1
646,646,400637,1
647,647,400638,1
648,648,400639,1
649,649,400640,1
650,650,400641,1
651,651,400642,1
652,652,400643,1
653,653,400644,1
654,654,400645,1
655,655,400646,1
656,656,400647,1
657,657,400648,1
658,658,400649,1
659,659,400650,1
660,660,400651,1
661,661,400652,1
662,662,400653,1
663,663,400654,1
664,664,400655,1
665,665,400656,1
666,666,400657,1
667,667,400658,1
668,668,400659,1
669,669,400660,1
670,670,400661,1
671,671,400662,1
672,672,400663,1
673,673,400664,1
674,674,400665,1
675,675,400666,1
676,676,400667,1
677,677,400668,1
678,678,400669,1
679,679,400670,1
680,680,400671,1
681,681,400672,1
682,682,400673,1
683,683,400674,1
684,684,400675,1
685,685,400676,1
686,686,400677,1
687,687,400678,1
688,688,400679,1
689,689,400680,1
690,690,400681,1
691,691,400682,1
692,692,400683,1
693,693,400684,1
694,694,400685,1
695,695,400686,1
696,696,400687,1
697,697,400688,1
698,698,400689,1
699,699,400690,1
700,700,400692,1
701,701,400693,1
702,702,400694,1
703,703,400695,1
704,704,400696,1
705,705,400697,1
706,706,400698,1
707,707,400699,1
708,708,400700,1
709,709,400701,1
710,710,400702,1
711,711,400703,1
712,712,400704,1
713,713,400705,1
714,714,400706,1
715,715,400707,1
716,716,400708,1
717,717,400709,1
718,718,400710,1
719,719,400711,1
720,720,400712,1
721,721,400713,1
722,722,400714,1
723,723,400715,1
724,724,400716,1
725,725,400717,1
726,726,400718,1
727,727,400719,1
728,728,400720,1
729,729,400721,1
730,730,400722,1
731,731,400723,1
732,732,400724,1
733,733,400725,1
734,734,400726,1
735,735,400727,1
736,736,400728,1
737,737,400729,1
738,738,400730,1
739,739,400731,1
740,740,400732,1
741,741,400733,1
742,742,400737,1
743,743,400738,1
744,744,400739,1
745,745,400740,1
746,746,400741,1
747,747,400742,1
748,748,400743,1
749,749,400744,1
750,750,400745,1
751,751,400746,1
752,752,400748,1
753,753,400749,1
754,754,400750,1
755,755,400751,1
756,756,400752,1
757,757,400753,1
758,758,400754,1
759,759,400755,1
760,760,400756,1
761,761,400757,1
762,762,400758,1
763,763,400759,1
764,764,400760,1
765,765,400761,1
766,766,400762,1
767,767,400763,1
768,768,400764,1
769,769,400765,1
770,770,400766,1
771,771,400767,1
772,772,400768,1
773,773,400769,1
774,774,400770,1
775,775,400771,1
776,776,400772,1
777,777,400773,1
778,778,400774,1
779,779,400775,1
780,780,400776,1
781,781,400777,1
782,782,400778,1
783,783,400779,1
784,784,400780,1
785,785,400781,1
786,786,400782,1
787,787,400783,1
788,788,400784,1
789,789,400785,1
790,790,400786,1
791,791,400787,1
792,792,400788,1
793,793,400789,1
794,794,400790,1
795,795,400791,1
796,796,400792,1
797,797,400793,1
798,798,400794,1
799,799,400795,1
800,800,400796,1
801,801,400797,1
802,802,400798,1
803,803,400802,1
804,804,400803,1
805,805,400804,1
806,806,400805,1
807,807,400806,1
808,808,400807,1
809,809,400808,1
810,810,400809,1
811,811,400810,1
812,812,400811,1
813,813,400812,1
814,814,400813,1
815,815,400814,1
816,816,400815,1
817,817,400816,1
818,818,400817,1
819,819,400818,1
820,820,400819,1
821,821,400820,1
822,822,400821,1
823,823,400822,1
824,824,400823,1
825,825,400824,1
826,826,400825,1
827,827,400826,1
828,828,400827,1
829,829,400828,1
830,830,400829,1
831,831,400830,1
832,832,400831,1
833,833,400832,1
834,834,400833,1
835,835,400834,1
836,836,400837,1
837,837,400838,1
838,838,400839,1
839,839,400840,1
840,840,400841,1
841,841,400842,1
842,842,400843,1
844,844,400845,1
845,845,400846,1
846,846,400847,1
847,847,400848,1
848,848,400849,1
849,849,400850,1
850,850,400851,1
851,851,400852,1
852,852,400853,1
853,853,400854,1
854,854,400855,1
855,855,400856,1
856,856,400857,1
857,857,400858,1
858,858,400859,1
859,859,400860,1
860,860,400861,1
861,861,400862,1
862,862,400863,1
863,863,400864,1
864,864,400865,1
865,865,400866,1
866,866,400867,1
867,867,400868,1
868,868,400869,1
869,869,400870,1
870,870,400871,1
871,871,400872,1
872,872,400873,1
873,873,400874,1
874,874,400875,1
875,875,400876,1
876,876,400877,1
877,877,400878,1
878,878,400879,1
879,879,400880,1
880,880,400881,1
881,881,400882,1
882,882,400883,1
883,883,400884,1
884,884,400885,1
885,885,400886,1
886,886,400887,1
887,887,400888,1
888,888,400889,1
889,889,400890,1
890,890,400891,1
891,891,400892,1
892,892,400893,1
893,893,400894,1
894,894,400895,1
895,895,400896,1
896,896,400897,1
897,897,400898,1
898,898,400899,1
899,899,400901,1
900,900,400902,1
901,901,400903,1
902,902,400904,1
903,903,400905,1
904,904,400906,1
905,905,400907,1
906,906,400908,1
907,907,400909,1
908,908,400910,1
909,909,400911,1
910,910,400912,1
911,911,400913,1
912,912,400914,1
913,913,400915,1
914,914,400916,1
915,915,400917,1
916,916,400918,1
917,917,400919,1
918,918,400920,1
919,919,400921,1
920,920,400922,1
921,921,400923,1
922,922,400924,1
923,923,400925,1
924,924,400926,1
925,925,400927,1
926,926,400928,1
927,927,400929,1
928,928,400930,1
929,929,400931,1
930,930,400932,1
931,931,400933,1
932,932,400934,1
933,933,400935,1
934,934,400936,1
935,935,400937,1
936,936,400938,1
937,937,400939,1
938,938,400940,1
939,939,400941,1
940,940,400942,1
941,941,400943,1
942,942,400944,1
943,943,400945,1
944,944,400946,1
945,945,400947,1
946,946,400948,1
947,947,400949,1
948,948,400950,1
949,949,400951,1
950,950,400952,1
951,951,400953,1
952,952,400954,1
953,953,400955,1
954,954,400956,1
955,955,400957,1
956,956,400958,1
957,957,400959,1
958,958,400960,1
959,959,400961,1
960,960,400962,1
961,961,400963,1
962,962,400964,1
963,963,400965,1
964,964,400966,1
965,965,400967,1
966,966,400968,1
967,967,400969,1
968,968,400970,1
969,969,400971,1
970,970,400972,1
971,971,400973,1
972,972,400974,1
973,973,400975,1
974,974,400976,1
975,975,400977,1
976,976,400978,1
977,977,400979,1
978,978,400980,1
979,979,400981,1
980,980,400982,1
981,981,400983,1
983,983,400985,1
984,984,400986,1
985,985,400987,1
986,986,400988,1
987,987,400989,1
988,988,400990,1
989,989,400991,1
990,990,400992,1
991,991,400993,1
992,992,400994,1
993,993,400995,1
994,994,400997,1
995,995,400998,1
996,996,400999,1
997,997,401000,1
998,998,401001,1
999,999,401002,1
1000,1000,401003,1
1001,1001,401004,1
1002,1002,401005,1
1003,1003,401006,1
1004,1004,401007,1
1005,1005,401008,1
1006,1006,401009,1
1007,1007,401010,1
1008,1008,401011,1
1009,1009,401012,1
1010,1010,401013,1
1011,1011,401014,1
1012,1012,401015,1
1013,1013,401016,1
1014,1014,401017,1
1015,1015,401018,1
1016,1016,401019,1
1017,1017,401020,1
1018,1018,401021,1
1019,1019,401022,1
1020,1020,401023,1
1021,1021,401024,1
1022,1022,401025,1
1023,1023,401026,1
1024,1024,401027,1
1025,1025,401028,1
1026,1026,401029,1
1027,1027,401030,1
1028,1028,401031,1
1029,1029,401032,1
1030,1030,401033,1
1031,1031,401034,1
1032,1032,401035,1
1033,1033,401036,1
1034,1034,401037,1
1035,1035,401038,1
1036,1036,401039,1
1037,1037,401040,1
1038,1038,401041,1
1039,1039,401042,1
1040,1040,401043,1
1041,1041,401044,1
1042,1042,401045,1
1043,1043,401046,1
1044,1044,401047,1
1045,1045,401048,1
1046,1046,401049,1
1047,1047,401050,1
1048,1048,401051,1
1049,1049,401052,1
1050,1050,401053,1
1051,1051,401054,1
1052,1052,401055,1
1053,1053,401056,1
1054,1054,401057,1
1055,1055,401058,1
1056,1056,401059,1
1057,1057,401060,1
1058,1058,401061,1
1059,1059,401062,1
1060,1060,401063,1
1061,1061,401064,1
1062,1062,401065,1
1063,1063,401066,1
1064,1064,401067,1
1067,1067,401070,1
1068,1068,401071,1
1069,1069,401072,1
1070,1070,401073,1
1071,1071,401074,1
1072,1072,401075,1
1073,1073,401076,1
1074,1074,401077,1
1075,1075,401078,1
1076,1076,401079,1
1077,1077,401080,1
1078,1078,401082,1
1079,1079,401083,1
1080,1080,401084,1
1081,1081,401085,1
1082,1082,401086,1
1083,1083,401087,1
1084,1084,401088,1
1085,1085,401089,1
1086,1086,401090,1
1087,1087,401091,1
1088,1088,401092,1
1089,1089,401093,1
1090,1090,401094,1
1091,1091,401095,1
1092,1092,401096,1
1093,1093,401097,1
1094,1094,401098,1
1095,1095,401099,1
1096,1096,401100,1
1097,1097,401101,1
1098,1098,401102,1
1099,1099,401103,1
1100,1100,401104,1
1101,1101,401105,1
1102,1102,401106,1
1103,1103,401107,1
1104,1104,401108,1
1105,1105,401109,1
1106,1106,401110,1
1107,1107,401111,1
1108,1108,401112,1
1109,1109,401113,1
1110,1110,401114,1
1111,1111,401115,1
1112,1112,401116,1
1113,1113,401117,1
1114,1114,401118,1
1115,1115,401119,1
1116,1116,401120,1
1117,1117,401121,1
1118,1118,401122,1
1119,1119,401123,1
1120,1120,401124,1
1121,1121,401125,1
1122,1122,401126,1
1123,1123,401127,1
1124,1124,401128,1
1125,1125,401129,1
1126,1126,401130,1
1127,1127,401131,1
1128,1128,401132,1
1129,1129,401133,1
1130,1130,401134,1
1131,1131,401135,1
1132,1132,401136,1
1133,1133,401137,1
1134,1134,401138,1
1135,1135,401139,1
1136,1136,401140,1
1137,1137,401141,1
1138,1138,401142,1
1139,1139,401143,1
1140,1140,401144,1
1141,1141,401145,1
1142,1142,401146,1
1143,1143,401147,1
1144,1144,401148,1
1145,1145,401149,1
1146,1146,401150,1
1147,1147,401151,1
1148,1148,401152,1
1149,1149,401153,1
1150,1150,401154,1
1151,1151,401155,1
1152,1152,401156,1
1153,1153,401157,1
1154,1154,401158,1
1155,1155,401159,1
1156,1156,401160,1
1157,1157,401161,1
1158,1158,401162,1
1159,1159,401163,1
1160,1160,401164,1
1161,1161,401165,1
1162,1162,401166,1
1163,1163,401167,1
1164,1164,401168,1
1165,1165,401169,1
1166,1166,401170,1
1167,1167,401171,1
1168,1168,401172,1
1169,1169,401173,1
1170,1170,401174,1
1171,1171,401175,1
1172,1172,401176,1
1173,1173,401177,1
1174,1174,401178,1
1175,1175,401179,1
1176,1176,401180,1
1177,1177,401181,1
1178,1178,401182,1
1179,1179,401183,1
1180,1180,401184,1
1181,1181,401185,1
1182,1182,401186,1
1183,1183,401187,1
1184,1184,401188,1
1185,1185,401189,1
1186,1186,401190,1
1187,1187,401191,1
1188,1188,401192,1
1189,1189,401193,1
1190,1190,401194,1
1191,1191,401195,1
1192,1192,401196,1
1193,1193,401197,1
1194,1194,401198,1
1195,1195,401199,1
1196,1196,401200,1
1197,1197,401201,1
1198,1198,401202,1
1199,1199,401203,1
1200,1200,401204,1
1201,1201,401205,1
1202,1202,401206,1
1203,1203,401207,1
1204,1204,401208,1
1205,1205,401209,1
1206,1206,401210,1
1207,1207,401211,1
1208,1208,401212,1
1209,1209,401213,1
1210,1210,401214,1
1211,1211,401215,1
1212,1212,401216,1
1213,1213,401217,1
1214,1214,401218,1
1215,1215,401219,1
1216,1216,401220,1
1217,1217,401221,1
1218,1218,401222,1
1219,1219,401223,1
1220,1220,401224,1
1221,1221,401225,1
1222,1222,401226,1
1223,1223,401227,1
1224,1224,401228,1
1225,1225,401229,1
1226,1226,401230,1
1227,1227,401231,1
1228,1228,401232,1
1229,1229,401233,1
1230,1230,401234,1
1231,1231,401235,1
1232,1232,401774,1
1233,1233,401775,1
1234,1234,401776,1
1235,1235,401777,1
1236,1236,401778,1
1237,1237,401779,1
1238,1238,401780,1
1239,1239,401781,1
1240,1240,401782,1
1241,1241,401783,1
1242,1242,401784,1
1243,1243,401785,1
1244,1244,401786,1
1245,1245,401787,1
1246,1246,401788,1
1247,1247,401789,1
1248,1248,401790,1
1249,1249,401792,1
1250,1250,401793,1
1251,1251,401794,1
1252,1252,401795,1
1253,1253,401796,1
1254,1254,401797,1
1255,1255,401798,1
1256,1256,401799,1
1257,1257,401800,1
1258,1258,401801,1
1259,1259,401803,1
1260,1260,401236,1
1261,1261,401238,1
1262,1262,401239,1
1263,1263,401240,1
1264,1264,401241,1
1265,1265,401242,1
1266,1266,401243,1
1267,1267,401244,1
1268,1268,401245,1
1269,1269,401246,1
1270,1270,401247,1
1271,1271,401248,1
1272,1272,401249,1
1273,1273,401250,1
1274,1274,401251,1
1275,1275,401252,1
1276,1276,401253,1
1277,1277,401254,1
1278,1278,401255,1
1279,1279,401804,1
1280,1280,401805,1
1281,1281,401806,1
1282,1282,401807,1
1283,1283,401808,1
1284,1284,401809,1
1285,1285,401810,1
1286,1286,401811,1
1287,1287,401812,1
1288,1288,401813,1
1289,1289,401814,1
1290,1290,401815,1
1291,1291,401816,1
1292,1292,401817,1
1293,1293,401818,1
1294,1294,401819,1
1295,1295,401820,1
1296,1296,401821,1
1297,1297,401822,1
1298,1298,401823,1
1299,1299,401256,1
1300,1300,401257,1
1301,1301,401258,1
1302,1302,401259,1
1303,1303,401260,1
1304,1304,401261,1
1305,1305,401262,1
1306,1306,401263,1
1307,1307,401264,1
1308,1308,401265,1
1309,1309,401266,1
1310,1310,401267,1
1311,1311,401268,1
1312,1312,401269,1
1313,1313,401270,1
1314,1314,401271,1
1315,1315,401272,1
1316,1316,401273,1
1317,1317,401274,1
1318,1318,401275,1
1319,1319,401276,1
1320,1320,401278,1
1321,1321,401279,1
1322,1322,401280,1
1323,1323,401281,1
1324,1324,401282,1
1325,1325,401283,1
1326,1326,401284,1
1327,1327,401285,1
1328,1328,401286,1
1329,1329,401287,1
1330,1330,401288,1
1331,1331,401289,1
1332,1332,401290,1
1333,1333,401291,1
1334,1334,401292,1
1335,1335,401293,1
1336,1336,401294,1
1337,1337,401295,1
1338,1338,401296,1
1339,1339,401297,1
1340,1340,401298,1
1341,1341,401299,1
1342,1342,401300,1
1343,1343,401301,1
1344,1344,401824,1
1345,1345,401825,1
1346,1346,401826,1
1347,1347,401827,1
1348,1348,401828,1
1349,1349,401829,1
1350,1350,401830,1
1351,1351,401831,1
1352,1352,401832,1
1353,1353,401833,1
1354,1354,401834,1
1355,1355,401835,1
1356,1356,401836,1
1357,1357,401837,1
1358,1358,401838,1
1359,1359,401839,1
1360,1360,401840,1
1361,1361,401841,1
1362,1362,401842,1
1363,1363,401843,1
1364,1364,401844,1
1365,1365,401845,1
1366,1366,401846,1
1367,1367,401847,1
1368,1368,401848,1
1369,1369,401849,1
1370,1370,401302,1
1371,1371,401303,1
1372,1372,401304,1
1373,1373,401305,1
1374,1374,401306,1
1375,1375,401307,1
1376,1376,401308,1
1377,1377,401309,1
1378,1378,401310,1
1379,1379,401311,1
1380,1380,401312,1
1381,1381,401313,1
1382,1382,401314,1
1383,1383,401315,1
1384,1384,401316,1
1385,1385,401317,1
1386,1386,401318,1
1387,1387,401319,1
1388,1388,401320,1
1389,1389,401321,1
1390,1390,401322,1
1391,1391,401323,1
1392,1392,401324,1
1393,1393,401325,1
1394,1394,401326,1
1395,1395,401327,1
1396,1396,401328,1
1397,1397,401329,1
1398,1398,401330,1
1399,1399,401331,1
1400,1400,401332,1
1401,1401,401333,1
1402,1402,401334,1
1403,1403,401335,1
1404,1404,401336,1
1405,1405,401337,1
1406,1406,401338,1
1407,1407,401339,1
1408,1408,401340,1
1409,1409,401341,1
1410,1410,401342,1
1411,1411,401343,1
1412,1412,401344,1
1413,1413,401345,1
1414,1414,401346,1
1415,1415,401347,1
1416,1416,401348,1
1417,1417,401349,1
1418,1418,401350,1
1419,1419,401351,1
1420,1420,401352,1
1421,1421,401353,1
1422,1422,401354,1
1423,1423,401355,1
1424,1424,401356,1
1425,1425,401357,1
1426,1426,401358,1
1427,1427,401359,1
1428,1428,401360,1
1429,1429,401361,1
1430,1430,401362,1
1431,1431,401363,1
1432,1432,401366,1
1433,1433,401367,1
1434,1434,401368,1
1435,1435,401369,1
1436,1436,401370,1
1437,1437,401371,1
1438,1438,401372,1
1439,1439,401373,1
1440,1440,401374,1
1441,1441,401375,1
1442,1442,401376,1
1443,1443,401377,1
1444,1444,401381,1
1445,1445,401384,1
1446,1446,401385,1
1447,1447,401386,1
1448,1448,401387,1
1449,1449,401388,1
1450,1450,401389,1
1451,1451,401390,1
1452,1452,401391,1
1453,1453,401392,1
1454,1454,401393,1
1455,1455,401394,1
1456,1456,401395,1
